GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Birthplace,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3
0,0,0,0,0,0,0,2,6,6,6,6,League of Legends,PC,14.0,I play for fun,having fun,Silver,0.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,20,Student at college / university,High School,USA,Multiplayer,0,26,21.0,USA
0,0,0,0,0,0,0,2,2,4,3,4,Diablo 3,PC,30.0,I play for fun,having fun,Unranked,5.0,2.0,4.0,0.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,Male,18,Student at college / university,None,Poland,Multiplayer,0,15,40.0,POL
0,0,1,1,0,1,0,6,7,7,6,1,League of Legends,PC,10.0,I play for fun,winning,Unranked,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,31,Employed,Bachelor,Canada,Multiplayer,3,27,13.0,CAN
1,1,1,1,1,1,1,1,3,2,1,1,League of Legends,PC,20.0,I play for fun,having fun,Unranked,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,19,Unemployed / between jobs,None,USA,Multiplayer,7,8,4.0,USA
1,1,1,1,0,2,0,5,7,6,5,4,League of Legends,PC,16.0,I play for fun,improving,Gold,5.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,Male,21,Student at college / university,High School,USA,Multiplayer,6,27,18.0,USA
0,0,0,0,0,1,0,5,7,6,6,6,League of Legends,PC,5.0,I play for fun,improving,Silver,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Employed,None,Switzerland,Multiplayer,1,30,7.0,CHE
0,0,1,0,1,0,0,6,7,7,7,6,League of Legends,PC,10.0,I play for fun,having fun,Silver,12.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,Male,18,Student at school,None,USA,Multiplayer,2,33,19.0,USA
0,0,0,0,0,1,0,1,2,2,2,1,League of Legends,PC,20.0,I play for fun,winning,Gold,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,Male,20,Unemployed / between jobs,High School,Greece,Multiplayer,1,8,19.0,GRC
0,0,0,0,0,0,0,5,5,6,4,2,League of Legends,PC,21.0,I play for fun,having fun,Platinum,10.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,None,Ireland,Multiplayer,0,22,11.0,IRL
0,1,0,0,0,1,0,5,6,5,6,6,League of Legends,PC,9.0,I play for fun,Other,Unranked,2.0,1.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,Female,34,Employed,High School,UK,Multiplayer,2,28,34.0,USA
1,1,1,0,3,1,1,3,5,5,7,2,League of Legends,PC,25.0,I play for fun,improving,Gold,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Male,18,Student at school,High School,USA,Multiplayer,8,22,7.0,USA
3,3,3,3,3,1,1,4,2,5,1,3,League of Legends,PC,30.0,I play for fun,having fun,Platinum,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,Male,23,Employed,High School,Netherlands,Multiplayer,17,15,45.0,NLD
0,0,0,0,0,0,0,5,5,4,5,2,League of Legends,PC,10.0,I play for fun,improving,Gold,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,China,Multiplayer,0,21,0.0,USA
0,0,0,1,0,0,0,4,5,6,5,5,League of Legends,PC,7.0,I play for fun,improving,Gold,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,Male,22,Employed,None,Norway,Multiplayer,1,25,15.0,NOR
0,0,0,0,1,0,0,4,5,5,5,2,League of Legends,PC,20.0,I play for fun,having fun,Gold,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Male,18,Student at college / university,High School,UK,Multiplayer,1,21,29.0,GBR
0,0,0,0,0,0,0,3,6,3,5,5,League of Legends,PC,10.0,I play for fun,improving,Silver,30.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,0,22,12.0,USA
0,0,0,0,0,0,0,6,6,7,6,6,League of Legends,PC,30.0,I play for fun,improving,Gold,10.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,Male,22,Student at college / university,High School,Poland,Singleplayer,0,31,28.0,POL
2,2,2,1,0,1,1,5,6,1,1,1,League of Legends,PC,20.0,I play for fun,improving,Silver,10.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,Male,24,Unemployed / between jobs,Bachelor,Puerto Rico ,Multiplayer,9,14,42.0,PRI
0,0,0,0,0,1,0,7,7,7,7,2,World of Warcraft,PC,35.0,I play for fun,winning,Gold,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Male,22,Student at college / university,High School,Germany,Multiplayer,1,30,5.0,DEU
0,1,1,2,0,0,0,2,5,5,2,1,League of Legends,PC,10.0,I play for fun,winning,Gold,20.0,0.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,2.0,Male,22,Employed,High School,USA,Multiplayer,4,15,55.0,USA
3,3,0,2,2,1,2,1,4,3,3,5,Other,PC,15.0,I play for fun,winning,Platinum,4.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,Male,18,Student at college / university,High School,Netherlands,Multiplayer,13,16,35.0,NLD
1,0,1,1,1,1,1,3,5,2,3,2,League of Legends,PC,16.0,I play for fun,improving,Gold,24.0,0.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,Other,24,Student at college / university,High School,USA,Multiplayer,6,15,33.0,USA
1,1,1,1,2,1,1,4,4,2,3,1,Other,PC,40.0,I play for fun,improving,Gold,5.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,Male,19,Employed,High School,USA,Multiplayer,8,14,44.0,USA
2,3,3,1,2,3,2,1,2,1,4,1,League of Legends,PC,20.0,I play for fun,improving,Silver,25.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,1.0,3.0,1.0,Female,21,Student at college / university,High School,USA,Multiplayer,16,9,33.0,USA
1,1,2,2,0,2,1,3,4,3,2,1,League of Legends,PC,20.0,I play for fun,having fun,Unranked,6.0,0.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,Male,20,Student at college / university,High School,Vietnam,Multiplayer,9,13,22.0,USA
3,1,2,2,0,1,0,2,6,4,2,4,League of Legends,PC,20.0,I play for fun,improving,Gold,15.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,27,Unemployed / between jobs,Bachelor,Germany,Multiplayer,9,18,7.0,DEU
1,1,1,1,0,0,0,6,6,5,3,5,League of Legends,PC,9.0,I play for fun,having fun,Unranked,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,Male,18,Student at school,None,USA,Multiplayer,4,25,21.0,USA
2,2,3,1,0,1,2,2,3,2,2,2,League of Legends,PC,20.0,I play for fun,Other,Gold,12.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,Male,18,Student at school,High School,Netherlands,Multiplayer,11,11,25.0,NLD
0,1,1,2,1,0,0,4,5,6,6,6,Other,PC,20.0,I play for fun,having fun,Unranked,30.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,21,Student at college / university,Bachelor,UK,Multiplayer,5,27,7.0,GBR
0,0,1,0,1,1,0,2,5,1,2,1,Counter Strike,PC,8.0,I play for fun,having fun,Platinum,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Male,19,Student at college / university,High School,Brazil,Multiplayer,3,11,11.0,BRA
2,1,2,1,0,2,1,2,6,5,3,2,League of Legends,PC,35.0,I play for fun,winning,Unranked,28.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,21,Student at college / university,Bachelor,Greece,Multiplayer,9,18,12.0,GRC
0,0,1,0,0,0,0,6,6,7,7,7,League of Legends,PC,3.0,I play for fun,improving,Silver,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,Female,26,Student at college / university,Masters,Germany,Multiplayer,1,33,7.0,DEU
2,2,2,1,0,1,3,2,6,1,1,1,Other,PC,25.0,I play for fun,relaxing,Platinum,6.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,Male,18,Student at school,None,Germany,Singleplayer,11,11,59.0,DEU
0,0,0,0,1,0,0,4,7,6,5,5,League of Legends,PC,12.0,I play for fun,Other,Gold,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,Male,18,Student at school,None,Denmark,Multiplayer,1,27,10.0,DNK
0,0,0,1,0,2,0,2,5,7,4,2,League of Legends,PC,45.0,I play for fun,Other,Gold,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,Male,22,Employed,High School,USA,Multiplayer,3,20,10.0,USA
0,0,0,0,0,0,0,3,6,4,6,2,League of Legends,PC,20.0,I play for fun,improving,Gold,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,Canada,Multiplayer,0,21,11.0,CAN
0,0,0,0,0,1,0,5,6,6,5,3,League of Legends,PC,30.0,I play for fun,winning,Gold,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Male,21,Student at college / university,High School,USA,Multiplayer,1,25,10.0,USA
1,2,3,3,1,2,2,1,4,3,1,3,League of Legends,PC,30.0,I play for fun,having fun,Silver,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,Male,23,Student at college / university,High School,Romania,Multiplayer,14,12,13.0,ROU
3,2,3,1,1,1,2,2,3,3,3,3,League of Legends,PC,10.0,I play for fun,having fun,Silver,25.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,1.0,Male,22,Student at college / university,High School,USA,Multiplayer,13,14,42.0,USA
1,0,0,1,0,1,0,2,5,5,2,1,League of Legends,PC,21.0,I play for fun,improving,Platinum,7.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,Male,21,Student at college / university,High School,Italy,Multiplayer,3,15,19.0,ITA
1,1,1,0,0,2,0,2,5,3,2,2,League of Legends,PC,28.0,I play for fun,having fun,Unranked,30.0,0.0,0.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,2.0,3.0,Male,19,Student at college / university,High School,Germany,Multiplayer,5,14,35.0,DEU
0,0,0,0,0,0,0,3,5,5,3,3,League of Legends,PC,30.0,I play for fun,having fun,Unranked,2.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,19,Student at college / university,High School,UK,Multiplayer,0,19,17.0,GBR
1,0,1,0,0,1,1,5,5,5,6,5,League of Legends,PC,20.0,I play for fun,winning,Gold,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,Male,21,Student at college / university,Bachelor,France,Multiplayer,4,26,37.0,FRA
3,3,2,3,3,2,3,1,4,5,5,1,League of Legends,PC,30.0,I play for fun,having fun,Gold,24.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Male,25,Student at college / university,Bachelor,Israel,Multiplayer,19,16,20.0,ISR
3,3,3,3,3,3,3,1,1,1,1,1,League of Legends,PC,23.0,I play for fun,Other,Gold,30.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Male,24,Employed,Bachelor,USA,Multiplayer,21,5,14.0,USA
2,2,2,2,1,0,1,2,5,2,2,2,League of Legends,PC,10.0,I play for fun,winning,Gold,10.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,Male,23,Student at college / university,None,New Zealand,Multiplayer,10,13,36.0,NZL
2,2,2,1,3,2,2,6,6,6,2,2,League of Legends,PC,18.0,I play for fun,improving,Gold,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,Male,18,Student at school,None,USA,Multiplayer,14,22,44.0,USA
1,0,0,0,0,1,1,3,5,5,6,4,League of Legends,PC,15.0,I play for fun,having fun,Silver,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,Male,20,Student at college / university,High School,UK,Multiplayer,3,23,17.0,GBR
1,1,1,2,1,2,1,2,4,3,2,2,League of Legends,PC,16.0,I play for fun,having fun,Unranked,8.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,Male,22,Unemployed / between jobs,High School,UK,Multiplayer,9,13,32.0,GBR
1,0,0,0,0,1,0,3,4,2,3,3,Other,PC,30.0,I play for fun,having fun,Unranked,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,22,Student at college / university,Bachelor,Chile,Multiplayer,2,15,7.0,CHL
0,1,1,1,0,0,0,7,7,7,7,7,League of Legends,PC,10.0,I play for fun,relaxing,Gold,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,22,Employed,Bachelor,Mexico,Multiplayer,3,35,1.0,MEX
1,0,0,3,0,1,2,4,4,2,2,1,League of Legends,PC,35.0,I play for fun,having fun,Platinum,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,Male,18,Student at college / university,High School,Germany,Multiplayer,7,13,35.0,DEU
0,0,0,1,2,1,1,1,3,1,1,1,World of Warcraft,PC,20.0,I play for fun,having fun,Unranked,10.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,Male,26,Unemployed / between jobs,High School,USA,Multiplayer,5,7,24.0,USA
1,1,1,1,0,2,1,2,4,3,3,2,League of Legends,PC,24.0,I play for fun,winning,Gold,12.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,Male,24,Employed,Bachelor,Poland,Multiplayer,7,14,33.0,POL
0,0,1,1,1,0,0,2,4,4,5,7,League of Legends,PC,10.0,To earn,Other,Unranked,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,22,Student at college / university,High School,Mexico,Multiplayer,3,22,7.0,USA
3,3,3,3,1,2,0,4,6,5,5,1,League of Legends,PC,11.0,I play for fun,improving,Silver,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,Male,18,Unemployed / between jobs,High School,Portugal,Multiplayer,15,21,21.0,CHE
1,1,2,1,0,1,2,4,2,2,3,1,League of Legends,PC,13.0,I play for fun,having fun,Platinum,15.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,18,Student at school,None,Poland,Multiplayer,8,12,13.0,POL
0,0,0,1,1,1,0,2,4,1,3,1,League of Legends,PC,15.0,I play for fun,having fun,Unranked,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,21,Employed,Bachelor,UK,Multiplayer,3,11,3.0,GBR
0,1,1,1,0,2,1,5,5,6,4,5,League of Legends,PC,15.0,I play for fun,having fun,Silver,10.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,Male,18,Student at school,High School,USA,Multiplayer,6,25,31.0,USA
0,0,1,0,0,1,0,6,6,6,7,1,League of Legends,PC,20.0,I play for fun,having fun,Silver,12.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,2.0,Male,24,Employed,Bachelor,USA,Multiplayer,2,26,37.0,USA
1,1,1,0,0,0,0,1,1,1,1,1,League of Legends,PC,20.0,I play for fun,having fun,Platinum,5.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,Male,20,Unemployed / between jobs,High School,USA,Multiplayer,3,5,20.0,USA
1,0,1,0,0,0,0,3,6,5,3,4,League of Legends,PC,15.0,I play for fun,improving,Gold,15.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Male,24,Student at college / university,Bachelor,USA,Multiplayer,2,21,13.0,USA
0,0,0,0,0,0,0,6,6,7,5,2,League of Legends,PC,2.0,I play for fun,improving,Silver,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,Bachelor,Netherlands,Multiplayer,0,26,1.0,NLD
1,1,2,0,0,1,1,3,4,3,6,4,Other,PC,21.0,I play for fun,improving,Silver,25.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,Male,21,Student at college / university,High School,USA,Multiplayer,6,20,29.0,USA
1,1,1,1,2,1,1,3,3,4,5,5,League of Legends,PC,10.0,I play for fun,improving,Gold,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,8,20,14.0,USA
0,0,0,0,0,1,0,3,6,5,5,1,League of Legends,PC,10.0,I play for fun,improving,Unranked,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,22,Student at college / university,High School,USA,Multiplayer,1,20,1.0,USA
1,2,2,1,0,1,1,3,6,3,3,3,League of Legends,PC,15.0,I play for fun,improving,Platinum,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Male,21,Student at college / university,High School,Canada,Multiplayer,8,18,3.0,CAN
1,0,0,2,1,0,1,5,5,4,5,4,League of Legends,PC,22.0,I play for fun,improving,Gold,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,Male,26,Employed,Masters,Mexico,Multiplayer,5,23,10.0,MEX
0,0,0,0,0,1,0,3,5,5,5,6,League of Legends,PC,40.0,I play for fun,improving,Gold,5.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,Male,18,Student at school,None,Brazil,Multiplayer,1,24,24.0,BRA
1,3,2,1,0,1,0,2,6,4,2,4,League of Legends,PC,20.0,I play for fun,winning,Gold,10.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0,1.0,Male,19,Student at college / university,High School,Switzerland,Multiplayer,8,18,43.0,CHE
0,0,0,0,0,1,0,3,6,6,7,4,League of Legends,PC,30.0,I play for fun,winning,Silver,0.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,1.0,3.0,2.0,0.0,3.0,Male,18,Student at school,High School,USA,Multiplayer,1,26,32.0,USA
3,2,2,1,0,2,1,7,7,6,3,3,League of Legends,PC,20.0,To earn,winning,Unranked,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,Male,18,Student at school,High School,Greece,Multiplayer,11,26,21.0,GRC
3,1,1,1,0,2,2,1,3,2,1,1,League of Legends,PC,20.0,I play for fun,improving,Unranked,8.0,1.0,0.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,2.0,2.0,Male,27,Employed,High School,Canada,Multiplayer,10,8,38.0,CAN
2,2,3,1,1,2,0,1,4,1,3,1,League of Legends,PC,30.0,I play for fun,having fun,Silver,15.0,2.0,3.0,4.0,4.0,2.0,4.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,Male,22,Unemployed / between jobs,None,USA,Multiplayer,11,10,43.0,USA
1,1,1,1,0,2,1,2,3,2,2,2,Other,PC,10.0,I play for fun,having fun,Unranked,0.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,2.0,Other,26,Student at college / university,High School,USA,Multiplayer,7,11,39.0,USA
0,0,0,0,0,0,0,5,7,6,6,3,League of Legends,PC,25.0,I play for fun,having fun,Gold,15.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,24,Employed,High School,USA,Multiplayer,0,27,7.0,USA
0,0,0,0,0,0,0,6,6,6,6,6,League of Legends,PC,10.0,I play for fun,having fun,Platinum,10.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Male,27,Employed,Bachelor,USA,Multiplayer,0,30,13.0,USA
3,3,3,2,2,3,2,3,5,3,5,5,League of Legends,PC,3.0,I play for fun,improving,Gold,20.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,0.0,3.0,2.0,3.0,4.0,2.0,Female,20,Student at college / university,High School,New Zealand,Singleplayer,18,21,42.0,NZL
3,3,1,1,3,3,3,2,2,3,2,1,Other,PC,35.0,I play for fun,having fun,Gold,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,Male,19,Student at college / university,High School,USA,Multiplayer,17,10,24.0,USA
0,0,0,0,0,0,0,4,5,6,4,5,League of Legends,PC,12.0,I play for fun,having fun,Gold,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,25,Student at college / university,High School,Germany,Multiplayer,0,24,7.0,DEU
1,0,1,0,0,2,0,2,6,2,3,1,League of Legends,PC,15.0,I play for fun,winning,Platinum,15.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,Male,22,Unemployed / between jobs,High School,USA,Multiplayer,4,14,9.0,KOR
0,0,0,0,0,0,0,2,3,4,2,2,League of Legends,PC,40.0,I play for fun,winning,Gold,14.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,Male,28,Unemployed / between jobs,Masters,Italy,Multiplayer,0,13,23.0,SWE
1,0,0,1,2,1,0,6,6,7,7,6,Other,PC,40.0,To earn,winning,Platinum,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,Male,19,Student at college / university,High School,Lithuania,Multiplayer,5,32,30.0,NOR
